src,dst,v1,v2,v3
165,232,5.0,15.0,1.0
165,411,4.0,3.0,1.0
165,829,6.0,150.0,1.0
165,944,3.0,4.0,1.0
166,177,6.0,127.0,1.0
166,389,5.0,4.0,1.0
166,673,2.0,1.0,1.0
166,684,5.0,206.0,1.0
166,785,1.0,3.0,1.0
166,936,4.0,1.0,1.0
167,109,9.0,48.0,1.0
167,129,2.0,4.0,1.0
167,277,3.0,1.0,1.0
167,281,5.0,53.0,1.0
167,351,9.0,59.0,1.0
167,476,2.0,0.0,1.0
167,909,5.0,1.0,1.0
168,124,2.0,2.0,1.0
168,694,7.0,388.0,1.0
168,743,5.0,15.0,1.0
168,889,5.0,8.0,1.0
168,953,5.0,399.0,1.0
168,984,3.0,8.0,1.0
169,227,3.0,2.0,1.0
169,274,6.0,184.0,1.0
169,345,1.0,1.0,1.0
169,356,1.0,4.0,1.0
169,480,5.0,135.0,1.0
169,492,3.0,1.0,1.0
170,121,3.0,11.0,1.0
170,201,3.0,8.0,1.0
170,454,5.0,202.0,1.0
170,509,6.0,311.0,1.0
170,519,9.0,365.0,1.0
170,968,2.0,10.0,1.0
170,1003,4.0,7.0,1.0
171,181,6.0,16.0,1.0
171,201,4.0,16.0,1.0
171,220,5.0,317.0,1.0
171,270,1.0,13.0,1.0
171,315,3.0,2.0,1.0
171,509,1.0,10.0,1.0
171,536,5.0,295.0,1.0
171,924,10.0,387.0,1.0
172,58,2.0,48.0,1.0
172,325,4.0,48.0,1.0
172,541,1.0,42.0,1.0
172,729,6.0,668.0,1.0
172,1000,1.0,48.0,1.0
173,82,5.0,16.0,1.0
173,164,8.0,329.0,1.0
173,241,5.0,15.0,1.0
173,374,3.0,2.0,1.0
173,543,5.0,154.0,1.0
173,731,1.0,7.0,1.0
173,788,6.0,241.0,1.0
174,205,10.0,281.0,1.0
174,347,7.0,238.0,1.0
174,468,1.0,48.0,1.0
174,581,2.0,30.0,1.0
174,634,1.0,54.0,1.0
174,817,3.0,42.0,1.0
175,87,2.0,7.0,1.0
175,380,8.0,84.0,1.0
175,453,5.0,1.0,1.0
175,489,8.0,12.0,1.0
175,849,5.0,2.0,1.0
176,441,5.0,4.0,1.0
176,488,3.0,6.0,1.0
176,703,1.0,6.0,1.0
176,779,5.0,43.0,1.0
176,966,5.0,6.0,1.0
177,103,5.0,1.0,1.0
177,162,1.0,2.0,1.0
177,166,6.0,127.0,1.0
177,186,1.0,1.0,1.0
177,338,3.0,5.0,1.0
177,492,6.0,127.0,1.0
178,107,4.0,11.0,1.0
178,222,4.0,2.0,1.0
178,319,2.0,3.0,1.0
178,723,6.0,116.0,1.0
178,766,4.0,9.0,1.0
178,792,10.0,58.0,1.0
179,346,1.0,4.0,1.0
179,416,2.0,8.0,1.0
179,667,5.0,9.0,1.0
179,804,5.0,6.0,1.0
179,1008,10.0,76.0,1.0
180,44,4.0,48.0,1.0
180,485,5.0,60.0,1.0
180,541,5.0,450.0,1.0
180,655,5.0,60.0,1.0
180,830,3.0,36.0,1.0
180,946,8.0,443.0,1.0
181,111,5.0,11.0,1.0
181,171,6.0,16.0,1.0
181,426,9.0,17.0,1.0
181,624,12.0,181.0,1.0
181,746,7.0,48.0,1.0
181,751,3.0,11.0,1.0
181,974,7.0,20.0,1.0
182,38,10.0,187.0,1.0
182,105,4.0,1.0,1.0
182,159,2.0,7.0,1.0
182,223,9.0,180.0,1.0
182,502,1.0,1.0,1.0
182,733,5.0,113.0,1.0
182,829,3.0,10.0,1.0
183,267,10.0,35.0,1.0
183,438,5.0,2.0,1.0
183,880,10.0,52.0,1.0
184,214,5.0,160.0,1.0
184,226,3.0,6.0,1.0
184,339,2.0,6.0,1.0
184,408,3.0,8.0,1.0
184,460,8.0,102.0,1.0
184,1002,1.0,5.0,1.0
185,104,10.0,256.0,1.0
185,115,4.0,6.0,1.0
185,611,3.0,2.0,1.0
185,662,7.0,44.0,1.0
185,903,4.0,1.0,1.0
186,177,1.0,1.0,1.0
186,675,2.0,2.0,1.0
186,856,10.0,192.0,1.0
186,936,5.0,4.0,1.0
186,967,3.0,1.0,1.0
187,83,6.0,49.0,1.0
187,286,2.0,2.0,1.0
187,295,2.0,2.0,1.0
187,414,4.0,2.0,1.0
187,759,4.0,2.0,1.0
187,1017,7.0,30.0,1.0
188,215,3.0,7.0,1.0
188,223,6.0,420.0,1.0
188,271,2.0,9.0,1.0
188,291,5.0,241.0,1.0
188,435,5.0,96.0,1.0
188,558,2.0,9.0,1.0
188,932,4.0,15.0,1.0
189,76,9.0,144.0,1.0
189,117,4.0,1.0,1.0
189,389,9.0,86.0,1.0
189,480,2.0,1.0,1.0
189,492,3.0,3.0,1.0
189,675,3.0,2.0,1.0
190,202,6.0,414.0,1.0
190,243,2.0,12.0,1.0
190,244,5.0,48.0,1.0
190,325,10.0,596.0,1.0
190,511,1.0,54.0,1.0
190,578,10.0,646.0,1.0
190,868,4.0,54.0,1.0
191,240,10.0,378.0,1.0
191,496,4.0,54.0,1.0
191,548,6.0,603.0,1.0
191,718,3.0,6.0,1.0
191,798,1.0,12.0,1.0
191,898,5.0,60.0,1.0
192,91,9.0,498.0,1.0
192,439,2.0,5.0,1.0
192,543,1.0,15.0,1.0
192,672,1.0,16.0,1.0
192,743,3.0,11.0,1.0
192,988,6.0,451.0,1.0
193,104,9.0,62.0,1.0
193,230,5.0,83.0,1.0
193,381,7.0,129.0,1.0
193,611,2.0,4.0,1.0
193,719,1.0,3.0,1.0
193,863,4.0,2.0,1.0
193,895,1.0,2.0,1.0
194,322,5.0,57.0,1.0
194,380,2.0,4.0,1.0
194,453,5.0,1.0,1.0
194,535,10.0,64.0,1.0
194,628,2.0,1.0,1.0
194,783,2.0,6.0,1.0
195,93,6.0,373.0,1.0
195,390,5.0,42.0,1.0
195,421,2.0,42.0,1.0
195,455,3.0,54.0,1.0
195,581,1.0,24.0,1.0
195,634,5.0,581.0,1.0
196,40,5.0,339.0,1.0
196,362,3.0,4.0,1.0
196,753,5.0,18.0,1.0
196,796,5.0,219.0,1.0
197,213,2.0,10.0,1.0
197,263,17.0,164.0,1.0
197,344,1.0,13.0,1.0
197,656,13.0,233.0,1.0
197,764,10.0,189.0,1.0
197,829,3.0,15.0,1.0
197,850,5.0,341.0,1.0
197,851,8.0,126.0,1.0
197,976,1.0,12.0,1.0
198,305,3.0,1.0,1.0
198,382,3.0,3.0,1.0
198,615,7.0,130.0,1.0
198,698,7.0,56.0,1.0
198,757,4.0,5.0,1.0
199,282,5.0,36.0,1.0
199,528,1.0,18.0,1.0
199,551,5.0,36.0,1.0
199,980,8.0,373.0,1.0
199,997,2.0,36.0,1.0
200,473,1.0,16.0,1.0
200,475,6.0,357.0,1.0
200,651,3.0,8.0,1.0
200,762,4.0,3.0,1.0
200,782,3.0,5.0,1.0
200,878,10.0,372.0,1.0
201,170,3.0,8.0,1.0
201,171,4.0,16.0,1.0
201,327,9.0,252.0,1.0
201,808,8.0,336.0,1.0
201,834,2.0,15.0,1.0
201,1003,5.0,11.0,1.0
202,33,4.0,48.0,1.0
202,190,6.0,414.0,1.0
202,606,1.0,30.0,1.0
202,767,3.0,54.0,1.0
202,812,4.0,30.0,1.0
203,248,4.0,3.0,1.0
203,355,5.0,39.0,1.0
203,505,5.0,1.0,1.0
203,749,2.0,3.0,1.0
203,833,7.0,45.0,1.0
204,21,4.0,0.0,1.0
204,59,1.0,2.0,1.0
204,150,9.0,50.0,1.0
204,461,5.0,2.0,1.0
204,623,4.0,1.0,1.0
204,692,6.0,82.0,1.0
205,174,10.0,281.0,1.0
205,276,3.0,6.0,1.0
205,325,5.0,30.0,1.0
205,707,1.0,30.0,1.0
205,840,4.0,42.0,1.0
206,126,5.0,2.0,1.0
206,301,2.0,7.0,1.0
206,507,1.0,2.0,1.0
206,777,8.0,106.0,1.0
206,905,1.0,5.0,1.0
207,333,3.0,3.0,1.0
207,405,4.0,2.0,1.0
207,422,9.0,37.0,1.0
207,474,1.0,3.0,1.0
207,561,3.0,2.0,1.0
208,250,5.0,9.0,1.0
208,339,3.0,6.0,1.0
208,367,9.0,103.0,1.0
208,679,3.0,7.0,1.0
208,793,4.0,3.0,1.0
209,43,4.0,12.0,1.0
209,151,5.0,6.0,1.0
209,331,4.0,30.0,1.0
209,364,2.0,60.0,1.0
209,813,5.0,646.0,1.0
209,934,9.0,443.0,1.0
210,41,4.0,48.0,1.0
210,379,1.0,48.0,1.0
210,567,9.0,15.0,1.0
210,568,9.0,435.0,1.0
210,653,2.0,12.0,1.0
210,664,6.0,262.0,1.0
210,781,10.0,296.0,1.0
210,907,3.0,36.0,1.0
211,219,5.0,253.0,1.0
211,535,3.0,1.0,1.0
211,557,6.0,114.0,1.0
211,596,2.0,6.0,1.0
211,914,4.0,1.0,1.0
211,964,3.0,6.0,1.0
212,42,1.0,7.0,1.0
212,126,8.0,204.0,1.0
212,300,5.0,2.0,1.0
212,440,5.0,6.0,1.0
212,493,1.0,6.0,1.0
212,905,5.0,93.0,1.0
212,914,7.0,141.0,1.0
213,165,2.0,1.0,1.0
213,197,2.0,10.0,1.0
213,299,6.0,289.0,1.0
213,344,5.0,143.0,1.0
213,711,3.0,13.0,1.0
213,764,5.0,15.0,1.0
214,184,5.0,160.0,1.0
214,314,5.0,1.0,1.0
214,450,3.0,3.0,1.0
214,460,3.0,1.0,1.0
214,933,5.0,9.0,1.0
215,159,4.0,15.0,1.0
215,188,3.0,7.0,1.0
215,502,4.0,10.0,1.0
215,861,7.0,163.0,1.0
215,912,1.0,3.0,1.0
216,293,4.0,8.0,1.0
216,443,3.0,8.0,1.0
216,518,10.0,31.0,1.0
216,974,4.0,9.0,1.0
217,44,4.0,60.0,1.0
217,137,5.0,42.0,1.0
217,490,4.0,48.0,1.0
217,520,8.0,523.0,1.0
217,716,9.0,346.0,1.0
217,993,4.0,54.0,1.0
218,65,3.0,1.0,1.0
218,297,9.0,35.0,1.0
218,333,5.0,0.0,1.0
218,405,8.0,87.0,1.0
218,855,3.0,2.0,1.0
218,902,8.0,13.0,1.0
219,42,3.0,1.0,1.0
219,211,5.0,253.0,1.0
219,380,2.0,7.0,1.0
219,596,5.0,4.0,1.0
219,783,6.0,110.0,1.0
219,914,3.0,6.0,1.0
220,171,5.0,317.0,1.0
220,401,3.0,7.0,1.0
220,815,2.0,16.0,1.0
220,878,5.0,15.0,1.0
220,968,3.0,2.0,1.0
220,984,9.0,243.0,1.0
221,104,5.0,6.0,1.0
221,233,3.0,2.0,1.0
221,363,6.0,77.0,1.0
221,662,4.0,6.0,1.0
221,690,2.0,4.0,1.0
221,715,9.0,237.0,1.0
222,178,4.0,2.0,1.0
222,256,2.0,10.0,1.0
222,559,3.0,2.0,1.0
222,689,7.0,155.0,1.0
222,853,9.0,74.0,1.0
223,105,5.0,13.0,1.0
223,182,9.0,180.0,1.0
223,188,6.0,420.0,1.0
223,467,4.0,15.0,1.0
223,640,4.0,9.0,1.0
223,829,5.0,1.0,1.0
224,114,1.0,4.0,1.0
224,155,8.0,108.0,1.0
224,284,9.0,212.0,1.0
224,572,3.0,2.0,1.0
224,654,4.0,8.0,1.0
224,998,1.0,5.0,1.0
225,462,10.0,153.0,1.0
225,463,7.0,34.0,1.0
225,562,1.0,2.0,1.0
225,588,1.0,1.0,1.0
226,184,3.0,6.0,1.0
226,642,5.0,5.0,1.0
226,702,2.0,4.0,1.0
226,710,3.0,1.0,1.0
226,824,6.0,186.0,1.0
226,942,7.0,196.0,1.0
227,142,7.0,251.0,1.0
227,169,3.0,2.0,1.0
227,338,4.0,6.0,1.0
227,413,8.0,63.0,1.0
227,744,5.0,1.0,1.0
227,995,3.0,1.0,1.0
228,350,4.0,0.0,1.0
228,534,4.0,3.0,1.0
228,855,1.0,3.0,1.0
228,960,9.0,55.0,1.0
229,316,3.0,1.0,1.0
229,348,6.0,128.0,1.0
229,459,1.0,3.0,1.0
229,793,7.0,175.0,1.0
229,911,5.0,10.0,1.0
229,938,3.0,6.0,1.0
230,63,5.0,89.0,1.0
230,193,5.0,83.0,1.0
230,273,4.0,4.0,1.0
230,512,1.0,6.0,1.0
230,599,10.0,135.0,1.0
230,903,2.0,1.0,1.0
231,435,3.0,10.0,1.0
231,457,2.0,4.0,1.0
231,478,2.0,3.0,1.0
231,607,8.0,331.0,1.0
231,747,8.0,337.0,1.0
231,1006,1.0,9.0,1.0
232,38,5.0,7.0,1.0
232,165,5.0,15.0,1.0
232,269,2.0,7.0,1.0
232,271,7.0,159.0,1.0
232,821,9.0,246.0,1.0
232,825,5.0,9.0,1.0
232,948,6.0,217.0,1.0
233,72,7.0,125.0,1.0
233,221,3.0,2.0,1.0
233,512,5.0,2.0,1.0
233,552,7.0,187.0,1.0
233,590,3.0,1.0,1.0
233,701,1.0,3.0,1.0
234,113,7.0,138.0,1.0
234,138,2.0,15.0,1.0
234,235,9.0,141.0,1.0
234,695,1.0,11.0,1.0
234,832,5.0,6.0,1.0
235,39,2.0,17.0,1.0
235,161,5.0,181.0,1.0
235,234,9.0,141.0,1.0
235,446,4.0,11.0,1.0
235,470,10.0,137.0,1.0
235,958,1.0,18.0,1.0
236,150,2.0,1.0,1.0
236,318,6.0,139.0,1.0
236,391,5.0,0.0,1.0
236,584,5.0,1.0,1.0
236,619,9.0,47.0,1.0
236,637,5.0,2.0,1.0
237,314,3.0,4.0,1.0
237,366,5.0,1.0,1.0
237,450,9.0,321.0,1.0
237,529,4.0,1.0,1.0
237,603,8.0,136.0,1.0
237,789,7.0,343.0,1.0
238,45,7.0,101.0,1.0
238,342,7.0,45.0,1.0
238,698,3.0,2.0,1.0
238,900,2.0,3.0,1.0
239,158,1.0,6.0,1.0
239,499,9.0,80.0,1.0
239,732,4.0,1.0,1.0
239,804,3.0,8.0,1.0
239,902,3.0,9.0,1.0
240,191,10.0,378.0,1.0
240,539,5.0,6.0,1.0
240,585,2.0,60.0,1.0
240,729,1.0,54.0,1.0
240,854,2.0,12.0,1.0
240,997,9.0,409.0,1.0
241,164,4.0,7.0,1.0
241,173,5.0,15.0,1.0
241,618,6.0,503.0,1.0
241,694,5.0,273.0,1.0
241,889,3.0,5.0,1.0
241,951,1.0,13.0,1.0
242,150,10.0,53.0,1.0
242,503,2.0,1.0,1.0
242,661,9.0,20.0,1.0
242,726,3.0,1.0,1.0
242,809,2.0,2.0,1.0
243,60,9.0,654.0,1.0
243,190,2.0,12.0,1.0
243,347,5.0,12.0,1.0
243,369,1.0,54.0,1.0
243,605,3.0,24.0,1.0
243,798,5.0,301.0,1.0
244,26,5.0,30.0,1.0
244,190,5.0,48.0,1.0
244,520,1.0,48.0,1.0
244,970,1.0,54.0,1.0
244,991,6.0,602.0,1.0
245,284,2.0,8.0,1.0
245,343,1.0,1.0,1.0
245,652,2.0,8.0,1.0
245,708,5.0,8.0,1.0
245,897,9.0,360.0,1.0
246,306,5.0,639.0,1.0
246,324,9.0,646.0,1.0
246,357,4.0,48.0,1.0
246,394,6.0,516.0,1.0
246,580,7.0,596.0,1.0
246,620,5.0,48.0,1.0
246,763,1.0,12.0,1.0
246,957,1.0,6.0,1.0
247,37,10.0,73.0,1.0
247,94,8.0,103.0,1.0
247,256,2.0,11.0,1.0
247,483,10.0,185.0,1.0
247,515,5.0,11.0,1.0
247,857,4.0,6.0,1.0
247,975,5.0,9.0,1.0
248,203,4.0,3.0,1.0
248,505,8.0,73.0,1.0
248,521,4.0,4.0,1.0
248,523,3.0,3.0,1.0
248,704,9.0,45.0,1.0
248,818,3.0,2.0,1.0
249,354,5.0,3.0,1.0
249,389,3.0,2.0,1.0
249,560,4.0,6.0,1.0
249,684,10.0,224.0,1.0
250,208,5.0,9.0,1.0
250,348,4.0,9.0,1.0
250,491,3.0,8.0,1.0
250,642,3.0,2.0,1.0
250,827,9.0,284.0,1.0
251,90,1.0,2.0,1.0
251,304,9.0,31.0,1.0
251,566,2.0,2.0,1.0
251,659,5.0,0.0,1.0
251,769,6.0,52.0,1.0
252,22,6.0,41.0,1.0
252,79,7.0,28.0,1.0
252,444,4.0,2.0,1.0
252,524,2.0,3.0,1.0
252,722,5.0,3.0,1.0
253,89,5.0,5.0,1.0
253,136,3.0,2.0,1.0
253,419,1.0,8.0,1.0
253,420,10.0,150.0,1.0
253,489,1.0,8.0,1.0
254,337,3.0,3.0,1.0
254,397,3.0,1.0,1.0
254,462,8.0,17.0,1.0
254,463,3.0,1.0,1.0
254,1014,2.0,0.0,1.0
255,72,5.0,75.0,1.0
255,363,2.0,1.0,1.0
255,550,1.0,1.0,1.0
255,890,5.0,4.0,1.0
255,999,3.0,3.0,1.0
256,66,8.0,57.0,1.0
256,222,2.0,10.0,1.0
256,247,2.0,11.0,1.0
256,559,9.0,99.0,1.0
256,792,3.0,6.0,1.0
256,865,1.0,8.0,1.0
257,142,2.0,1.0,1.0
257,387,4.0,2.0,1.0
257,449,7.0,370.0,1.0
257,458,5.0,6.0,1.0
257,939,3.0,1.0,1.0
257,1016,9.0,194.0,1.0
258,61,5.0,189.0,1.0
258,326,3.0,15.0,1.0
258,371,2.0,7.0,1.0
258,624,5.0,2.0,1.0
258,778,6.0,322.0,1.0
258,877,1.0,2.0,1.0
259,149,5.0,29.0,1.0
259,263,2.0,8.0,1.0
259,377,5.0,5.0,1.0
259,534,7.0,10.0,1.0
259,542,9.0,39.0,1.0
259,861,6.0,11.0,1.0
259,937,5.0,27.0,1.0
259,971,2.0,8.0,1.0
260,26,6.0,392.0,1.0
260,347,4.0,30.0,1.0
260,634,3.0,42.0,1.0
260,730,3.0,48.0,1.0
260,858,5.0,344.0,1.0
260,872,4.0,48.0,1.0
261,697,1.0,11.0,1.0
261,725,6.0,343.0,1.0
261,776,4.0,9.0,1.0
261,832,8.0,332.0,1.0
261,887,5.0,7.0,1.0
261,954,1.0,15.0,1.0
262,126,5.0,3.0,1.0
262,380,4.0,2.0,1.0
262,557,10.0,79.0,1.0
262,628,3.0,5.0,1.0
262,947,5.0,4.0,1.0
262,964,10.0,87.0,1.0
263,197,17.0,164.0,1.0
263,259,2.0,8.0,1.0
263,281,19.0,254.0,1.0
263,377,6.0,53.0,1.0
263,720,5.0,9.0,1.0
263,733,10.0,13.0,1.0
263,903,18.0,206.0,1.0
263,937,7.0,31.0,1.0
263,960,19.0,181.0,1.0
263,971,3.0,6.0,1.0
264,431,9.0,243.0,1.0
264,460,4.0,1.0,1.0
264,642,7.0,155.0,1.0
264,679,1.0,6.0,1.0
264,687,3.0,4.0,1.0
265,67,3.0,7.0,1.0
265,278,2.0,4.0,1.0
265,636,6.0,58.0,1.0
265,857,5.0,15.0,1.0
265,966,5.0,8.0,1.0
266,437,6.0,186.0,1.0
266,625,4.0,9.0,1.0
266,883,9.0,152.0,1.0
266,919,5.0,147.0,1.0
267,23,3.0,1.0,1.0
267,183,10.0,35.0,1.0
267,332,4.0,2.0,1.0
267,438,5.0,1.0,1.0
267,895,7.0,22.0,1.0
267,940,1.0,0.0,1.0
268,19,4.0,30.0,1.0
268,151,3.0,42.0,1.0
268,575,6.0,617.0,1.0
268,655,7.0,387.0,1.0
268,754,5.0,537.0,1.0
268,767,5.0,42.0,1.0
268,952,1.0,12.0,1.0
269,135,10.0,101.0,1.0
269,139,2.0,6.0,1.0
269,232,2.0,7.0,1.0
269,294,5.0,9.0,1.0
269,336,4.0,1.0,1.0
269,996,6.0,136.0,1.0
269,1006,9.0,416.0,1.0
270,171,1.0,13.0,1.0
270,432,2.0,7.0,1.0
270,649,4.0,16.0,1.0
270,951,2.0,2.0,1.0
270,984,6.0,308.0,1.0
271,135,4.0,15.0,1.0
271,188,2.0,9.0,1.0
271,232,7.0,159.0,1.0
271,272,8.0,359.0,1.0
271,467,2.0,7.0,1.0
271,660,5.0,6.0,1.0
272,271,8.0,359.0,1.0
272,558,2.0,13.0,1.0
272,733,3.0,6.0,1.0
272,821,5.0,15.0,1.0
272,861,5.0,15.0,1.0
273,230,4.0,4.0,1.0
273,359,1.0,1.0,1.0
273,611,2.0,6.0,1.0
273,631,7.0,14.0,1.0
273,690,5.0,176.0,1.0
273,895,3.0,2.0,1.0
274,146,7.0,135.0,1.0
274,162,3.0,2.0,1.0
274,169,6.0,184.0,1.0
274,335,3.0,4.0,1.0
274,356,5.0,2.0,1.0
274,684,4.0,2.0,1.0
275,56,8.0,542.0,1.0
275,655,1.0,18.0,1.0
275,794,3.0,36.0,1.0
275,801,5.0,567.0,1.0
275,934,4.0,60.0,1.0
275,992,2.0,48.0,1.0
276,33,7.0,286.0,1.0
276,52,10.0,392.0,1.0
276,99,5.0,6.0,1.0
276,205,3.0,6.0,1.0
276,394,3.0,36.0,1.0
276,468,2.0,30.0,1.0
277,109,2.0,1.0,1.0
277,167,3.0,1.0,1.0
277,351,2.0,3.0,1.0
277,909,6.0,40.0,1.0
277,916,6.0,48.0,1.0
278,67,1.0,1.0,1.0
278,265,2.0,4.0,1.0
278,320,8.0,52.0,1.0
278,579,7.0,53.0,1.0
278,870,5.0,5.0,1.0
278,1009,2.0,4.0,1.0
279,160,6.0,391.0,1.0
279,315,3.0,15.0,1.0
279,454,1.0,13.0,1.0
279,556,6.0,253.0,1.0
279,877,3.0,5.0,1.0
279,950,4.0,5.0,1.0
280,34,5.0,5.0,1.0
280,315,2.0,13.0,1.0
280,788,8.0,356.0,1.0
280,815,5.0,2.0,1.0
280,816,1.0,2.0,1.0
281,167,5.0,53.0,1.0
281,263,19.0,254.0,1.0
281,476,6.0,108.0,1.0
281,610,5.0,49.0,1.0
281,632,11.0,148.0,1.0
281,916,3.0,4.0,1.0
281,1011,5.0,2.0,1.0
282,30,2.0,12.0,1.0
282,199,5.0,36.0,1.0
282,581,7.0,487.0,1.0
282,840,3.0,12.0,1.0
282,868,9.0,625.0,1.0
282,907,3.0,48.0,1.0
283,495,10.0,45.0,1.0
283,616,5.0,47.0,1.0
283,752,5.0,0.0,1.0
283,977,5.0,2.0,1.0
284,224,9.0,212.0,1.0
284,245,2.0,8.0,1.0
284,313,5.0,138.0,1.0
284,417,3.0,2.0,1.0
284,646,3.0,5.0,1.0
284,807,5.0,7.0,1.0
285,131,9.0,165.0,1.0
285,134,5.0,3.0,1.0
285,572,2.0,6.0,1.0
285,646,10.0,227.0,1.0
285,893,4.0,2.0,1.0
285,982,3.0,4.0,1.0
286,83,4.0,2.0,1.0
286,187,2.0,2.0,1.0
286,479,5.0,1.0,1.0
286,587,6.0,46.0,1.0
286,759,9.0,62.0,1.0
286,1017,4.0,2.0,1.0
287,100,5.0,5.0,1.0
287,391,7.0,14.0,1.0
287,554,5.0,3.0,1.0
287,624,10.0,430.0,1.0
287,645,3.0,5.0,1.0
287,750,6.0,243.0,1.0
287,772,7.0,274.0,1.0
287,990,4.0,7.0,1.0
288,123,1.0,4.0,1.0
288,387,7.0,125.0,1.0
288,413,1.0,1.0,1.0
288,661,8.0,276.0,1.0
288,684,3.0,5.0,1.0
288,744,8.0,99.0,1.0
288,771,2.0,2.0,1.0
289,91,5.0,15.0,1.0
289,386,1.0,7.0,1.0
289,424,3.0,5.0,1.0
289,650,3.0,11.0,1.0
289,694,6.0,330.0,1.0
290,91,5.0,3.0,1.0
290,152,3.0,7.0,1.0
290,683,1.0,3.0,1.0
290,773,7.0,159.0,1.0
290,878,4.0,5.0,1.0
291,120,4.0,4.0,1.0
291,188,5.0,241.0,1.0
291,330,2.0,7.0,1.0
291,370,5.0,7.0,1.0
291,706,5.0,4.0,1.0
292,737,1.0,2.0,1.0
292,749,9.0,27.0,1.0
292,818,2.0,3.0,1.0
292,833,1.0,3.0,1.0
292,1001,1.0,1.0,1.0
293,111,1.0,7.0,1.0
293,216,4.0,8.0,1.0
293,518,4.0,10.0,1.0
293,746,5.0,18.0,1.0
294,105,2.0,3.0,1.0
294,269,5.0,9.0,1.0
294,336,2.0,1.0,1.0
294,430,1.0,9.0,1.0
294,693,9.0,158.0,1.0
294,733,6.0,286.0,1.0
295,83,4.0,2.0,1.0
295,187,2.0,2.0,1.0
295,587,2.0,2.0,1.0
295,658,8.0,14.0,1.0
295,663,3.0,2.0,1.0
295,822,9.0,38.0,1.0
296,122,3.0,5.0,1.0
296,131,3.0,2.0,1.0
296,570,1.0,1.0,1.0
296,572,6.0,234.0,1.0
296,609,8.0,276.0,1.0
296,859,4.0,4.0,1.0
297,62,5.0,1.0,1.0
297,218,9.0,35.0,1.0
297,405,4.0,1.0,1.0
297,508,5.0,76.0,1.0
297,561,6.0,74.0,1.0
298,27,19.0,211.0,1.0
298,118,6.0,331.0,1.0
298,686,5.0,6.0,1.0
298,739,1.0,36.0,1.0
298,748,1.0,36.0,1.0
298,997,2.0,6.0,1.0
299,159,6.0,268.0,1.0
299,213,6.0,289.0,1.0
299,352,4.0,10.0,1.0
299,409,3.0,3.0,1.0
299,411,7.0,152.0,1.0
299,562,9.0,9.0,1.0
299,700,5.0,7.0,1.0
299,932,4.0,15.0,1.0
300,212,5.0,2.0,1.0
300,628,9.0,117.0,1.0
300,633,2.0,6.0,1.0
300,783,2.0,2.0,1.0
300,955,5.0,4.0,1.0
301,42,6.0,304.0,1.0
301,106,5.0,237.0,1.0
301,206,2.0,7.0,1.0
301,507,4.0,1.0,1.0
301,608,4.0,2.0,1.0
301,947,1.0,5.0,1.0
302,424,10.0,230.0,1.0
302,448,5.0,8.0,1.0
302,513,3.0,15.0,1.0
302,650,5.0,16.0,1.0
302,668,7.0,203.0,1.0
302,950,5.0,2.0,1.0
303,352,5.0,249.0,1.0
303,457,6.0,168.0,1.0
303,711,1.0,10.0,1.0
303,747,5.0,10.0,1.0
303,850,5.0,3.0,1.0
304,251,9.0,31.0,1.0
304,632,5.0,60.0,1.0
304,659,3.0,2.0,1.0
304,769,1.0,1.0,1.0
304,839,4.0,2.0,1.0
305,45,7.0,98.0,1.0
305,70,5.0,2.0,1.0
305,198,3.0,1.0,1.0
305,615,5.0,2.0,1.0
305,698,8.0,133.0,1.0
305,792,6.0,12.0,1.0
305,979,17.0,211.0,1.0
306,246,5.0,639.0,1.0
306,317,1.0,24.0,1.0
306,551,1.0,30.0,1.0
306,578,3.0,6.0,1.0
306,797,5.0,12.0,1.0
306,872,9.0,596.0,1.0
307,372,4.0,24.0,1.0
307,390,5.0,523.0,1.0
307,664,3.0,36.0,1.0
307,739,5.0,60.0,1.0
307,826,5.0,60.0,1.0
308,320,4.0,4.0,1.0
308,724,5.0,5.0,1.0
308,875,3.0,1.0,1.0
308,966,6.0,54.0,1.0
308,1009,3.0,2.0,1.0
309,108,3.0,5.0,1.0
309,132,8.0,221.0,1.0
309,136,4.0,8.0,1.0
309,428,3.0,2.0,1.0
309,489,5.0,165.0,1.0
309,736,3.0,5.0,1.0
309,879,5.0,150.0,1.0
310,79,7.0,32.0,1.0
310,444,2.0,3.0,1.0
310,524,3.0,4.0,1.0
310,600,2.0,0.0,1.0
310,722,6.0,48.0,1.0
311,60,1.0,48.0,1.0
311,369,3.0,48.0,1.0
311,510,1.0,48.0,1.0
311,696,5.0,54.0,1.0
311,718,9.0,625.0,1.0
311,981,5.0,378.0,1.0
312,487,3.0,1.0,1.0
312,506,6.0,20.0,1.0
312,745,9.0,18.0,1.0
312,847,4.0,1.0,1.0
313,131,5.0,236.0,1.0
313,155,2.0,5.0,1.0
313,284,5.0,138.0,1.0
313,489,1.0,6.0,1.0
313,712,8.0,114.0,1.0
313,884,4.0,6.0,1.0
314,214,5.0,1.0,1.0
314,237,3.0,4.0,1.0
314,431,7.0,321.0,1.0
314,593,2.0,2.0,1.0
314,921,7.0,207.0,1.0
314,928,4.0,7.0,1.0
315,171,3.0,2.0,1.0
315,279,3.0,15.0,1.0
315,280,2.0,13.0,1.0
315,401,9.0,165.0,1.0
315,469,6.0,156.0,1.0
315,484,3.0,16.0,1.0
316,229,3.0,1.0,1.0
